person,gloss,tense,tense_translation,tense_base,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,object,object_translation,object_base,subject,subject_translation,subject_base,mode,mode_translation,mode_base,conjugation
,NONE-tapasiVAI-NONE-2SG-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,2SG,you,kiya,imp,Imperative,-,tapasi
,NONE-pimipahtaVAI-NONE-2PL-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2PL,you all,kiyanâwâw,imp,Imperative,-,pimipahtak
,NONE-pimipahtaVAI-NONE-2I-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2I,we (and you),kiyanaw,imp,Imperative,-,pimipahtatân
,NONE-pimipahtaVAI-NONE-2SG-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2SG,you,kiya,imp,Imperative,-,pimipahta
,NONE-nipawiVAI-NONE-2PL-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2PL,you all,kiyanâwâw,imp,Imperative,-,nipawik
,NONE-nipawiVAI-NONE-2I-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2I,we (and you),kiyanaw,imp,Imperative,-,nipawitân
,NONE-nipawiVAI-NONE-2SG-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2SG,you,kiya,imp,Imperative,-,nipawi
,NONE-nanâskomoVAI-NONE-2PL-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2PL,you all,kiyanâwâw,imp,Imperative,-,nanâskomok
,NONE-nanâskomoVAI-NONE-2I-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2I,we (and you),kiyanaw,imp,Imperative,-,nanâskomotân
,NONE-nanâskomoVAI-NONE-2SG-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2SG,you,kiya,imp,Imperative,-,nanâskomo
,NONE-apiVAI-NONE-2PL-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,2PL,you all,kiyanâwâw,imp,Imperative,-,apik
,NONE-apiVAI-NONE-2I-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,2I,we (and you),kiyanaw,imp,Imperative,-,apitân
,NONE-apiVAI-NONE-2SG-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,2SG,you,kiya,imp,Imperative,-,api
,NONE-mîcisoVAI-NONE-2PL-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2PL,you all,kiyanâwâw,imp,Imperative,-,mîcisok
,NONE-mîcisoVAI-NONE-2I-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2I,we (and you),kiyanaw,imp,Imperative,-,mîcisotân
,NONE-mîcisoVAI-NONE-2SG-prs-imp-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2SG,you,kiya,imp,Imperative,-,mîciso
,conj_pref-fut_int-ati-mîciVTI-NI3sg-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatimîciyit
,conj_pref-fut_int-ati-mîciVTI-NI3sg-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3SG,s/he,wiya,conj,Conjunct,-,ewîhatimîcit
,conj_pref-fut_int-ati-atawêVAIT-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatihatawêyit
,conj_pref-fut_int-ati-atawêVAIT-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatihatawêt
,conj_pref-fut_int-ati-mêtawêVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatimêtawêyit
,conj_pref-fut_int-ati-mêtawêVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatimêtawêt
,conj_pref-fut_int-ati-wâpiVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatiwâpiyit
,conj_pref-fut_int-ati-wâpiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatiwâpit
,conj_pref-fut_int-ati-waniskaVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatiwaniskayit
,conj_pref-fut_int-ati-waniskaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatiwaniskat
,conj_pref-fut_int-ati-nipaVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatinipayit
,conj_pref-fut_int-ati-nipaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatinipat
,conj_pref-fut_int-ati-tapasiVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatitapasiyit
,conj_pref-fut_int-ati-tapasiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatitapasit
,conj_pref-fut_int-ati-pimipahtaVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatipimipahtayit
,conj_pref-fut_int-ati-pimipahtaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatipimipahtat
,conj_pref-fut_int-ati-nipawiVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatinipawiyit
,conj_pref-fut_int-ati-nipawiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatinipawit
,conj_pref-fut_int-ati-nanâskomoVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatinanâskomoyit
,conj_pref-fut_int-ati-nanâskomoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatinanâskomot
,conj_pref-fut_int-ati-apiVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatihapiyit
,conj_pref-fut_int-ati-apiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatihapit
,conj_pref-fut_int-ati-mîcisoVAI-NONE-3'-conj-,fut_int,future intentional,wî,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatimîcisoyit
,conj_pref-fut_int-ati-mîcisoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatimîcisot
,conj_pref-fut_int-nitawi-mîciVTI-NI3sg-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawimîciyit
,conj_pref-fut_int-nitawi-mîciVTI-NI3sg-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3SG,s/he,wiya,conj,Conjunct,-,ewînitawimîcit
,conj_pref-fut_int-nitawi-atawêVAIT-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawihatawêyit
,conj_pref-fut_int-nitawi-atawêVAIT-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawihatawêt
,conj_pref-fut_int-nitawi-mêtawêVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawimêtawêyit
,conj_pref-fut_int-nitawi-mêtawêVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawimêtawêt
,conj_pref-fut_int-nitawi-wâpiVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawiwâpiyit
,conj_pref-fut_int-nitawi-wâpiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawiwâpit
,conj_pref-fut_int-nitawi-waniskaVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawiwaniskayit
,conj_pref-fut_int-nitawi-waniskaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawiwaniskat
,conj_pref-fut_int-nitawi-nipaVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawinipayit
,conj_pref-fut_int-nitawi-nipaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawinipat
,conj_pref-fut_int-nitawi-tapasiVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawitapasiyit
,conj_pref-fut_int-nitawi-tapasiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawitapasit
,conj_pref-fut_int-nitawi-pimipahtaVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawipimipahtayit
,conj_pref-fut_int-nitawi-pimipahtaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawipimipahtat
,conj_pref-fut_int-nitawi-nipawiVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawinipawiyit
,conj_pref-fut_int-nitawi-nipawiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawinipawit
,conj_pref-fut_int-nitawi-nanâskomoVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawinanâskomoyit
,conj_pref-fut_int-nitawi-nanâskomoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawinanâskomot
,conj_pref-fut_int-nitawi-apiVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawihapiyit
,conj_pref-fut_int-nitawi-apiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawihapit
,conj_pref-fut_int-nitawi-mîcisoVAI-NONE-3'-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînitawimîcisoyit
,conj_pref-fut_int-nitawi-mîcisoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînitawimîcisot
,conj_pref-fut_int-pe-mîciVTI-NI3sg-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpemîciyit
,conj_pref-fut_int-pe-mîciVTI-NI3sg-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3SG,s/he,wiya,conj,Conjunct,-,ewîpemîcit
,conj_pref-fut_int-pe-atawêVAIT-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpeatawêyit
,conj_pref-fut_int-pe-atawêVAIT-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpeatawêt
,conj_pref-fut_int-pe-mêtawêVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpemêtawêyit
,conj_pref-fut_int-pe-mêtawêVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpemêtawêt
,conj_pref-fut_int-pe-wâpiVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpewâpiyit
,conj_pref-fut_int-pe-wâpiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpewâpit
,conj_pref-fut_int-pe-waniskaVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpewaniskayit
,conj_pref-fut_int-pe-waniskaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpewaniskat
,conj_pref-fut_int-pe-nipaVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpenipayit
,conj_pref-fut_int-pe-nipaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpenipat
,conj_pref-fut_int-pe-tapasiVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpetapasiyit
,conj_pref-fut_int-pe-tapasiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpetapasit
,conj_pref-fut_int-pe-pimipahtaVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpepimipahtayit
,conj_pref-fut_int-pe-pimipahtaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpepimipahtat
,conj_pref-fut_int-pe-nipawiVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpenipawiyit
,conj_pref-fut_int-pe-nipawiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpenipawit
,conj_pref-fut_int-pe-nanâskomoVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpenanâskomoyit
,conj_pref-fut_int-pe-nanâskomoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpenanâskomot
,conj_pref-fut_int-pe-apiVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpeapiyit
,conj_pref-fut_int-pe-apiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpeapit
,conj_pref-fut_int-pe-mîcisoVAI-NONE-3'-conj-,fut_int,future intentional,wî,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpemîcisoyit
,conj_pref-fut_int-pe-mîcisoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpemîcisot
,conj_pref-fut_int-NONE-mîciVTI-NI3sg-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,conj,Conjunct,-,ewîmîciyit
,conj_pref-fut_int-NONE-mîciVTI-NI3sg-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3SG,s/he,wiya,conj,Conjunct,-,ewîmîcit
,conj_pref-fut_int-NONE-atawêVAIT-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhatawêyit
,conj_pref-fut_int-NONE-atawêVAIT-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhatawêt
,conj_pref-fut_int-NONE-mêtawêVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîmêtawêyit
,conj_pref-fut_int-NONE-mêtawêVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîmêtawêt
,conj_pref-fut_int-NONE-wâpiVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîwâpiyit
,conj_pref-fut_int-NONE-wâpiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîwâpit
,conj_pref-fut_int-NONE-waniskaVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîwaniskayit
,conj_pref-fut_int-NONE-waniskaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîwaniskat
,conj_pref-fut_int-NONE-nipaVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînipayit
,conj_pref-fut_int-NONE-nipaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînipat
,conj_pref-fut_int-NONE-tapasiVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîtapasiyit
,conj_pref-fut_int-NONE-tapasiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîtapasit
,conj_pref-fut_int-NONE-pimipahtaVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîpimipahtayit
,conj_pref-fut_int-NONE-pimipahtaVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîpimipahtat
,conj_pref-fut_int-NONE-nipawiVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînipawiyit
,conj_pref-fut_int-NONE-nipawiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînipawit
,conj_pref-fut_int-NONE-nanâskomoVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewînanâskomoyit
,conj_pref-fut_int-NONE-nanâskomoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewînanâskomot
,conj_pref-fut_int-NONE-apiVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîhapiyit
,conj_pref-fut_int-NONE-apiVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîhapit
,conj_pref-fut_int-NONE-mîcisoVAI-NONE-3'-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,conj,Conjunct,-,ewîmîcisoyit
,conj_pref-fut_int-NONE-mîcisoVAI-NONE-3SG-conj-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3SG,s/he,wiya,conj,Conjunct,-,ewîmîcisot
